Promotion_Opportunities_V24,Job_Interest_V25,No_Work_Life_Balance_V38,Management_Relation_V42,Workplace_Relation_V43,PCA1,PCA2,Job_Satisfaction_V44
3,2,5,2,1,-0.7639071485510156,1.5659859884041323,3
3,2,5,2,2,-0.13401662435126577,1.258377776462339,3
1,1,3,1,1,-2.5733284495434168,-0.9075503196392563,2
3,1,5,1,1,-1.8795050757998168,1.4548302545110046,1
2,2,3,2,3,0.24882684361334015,-1.0098407131500085,2
3,2,3,2,1,-0.5641778872777035,0.00714600721328497,3
4,3,5,2,2,0.8937581176278943,2.014060788050015,4
3,2,4,2,1,-0.6640425179143595,0.7865659978087087,2
3,3,2,3,4,2.5409562432070034,-1.5839428853143909,6
3,2,3,2,1,-0.5641778872777035,0.00714600721328497,3
3,3,4,2,2,0.5468464307560942,0.8328705009748847,3
3,3,2,4,2,1.8157746975856015,-1.211483442645646,5
2,1,3,3,1,-1.0573531264787657,-0.9912939855892329,1
3,3,3,4,1,1.0860195427491957,-0.12445524010842914,3
2,2,2,1,1,-1.445689076927601,-0.9312872986470035,4
4,2,3,5,2,2.116287462764795,-0.6269628518933268,6
1,2,3,3,2,-0.2932404953167681,-1.3467597789027639,3
5,4,5,5,5,5.415002940540596,1.1186482201677859,7
1,2,4,1,1,-2.092194655709369,0.2257823860641365,3
4,2,4,3,2,0.9472238265719438,0.6379711011317803,2
3,3,3,2,2,0.6467110613927503,0.053450510379461,3
4,2,4,2,2,0.41262432379384617,0.8807280823466221,3
3,2,3,1,1,-1.0987773900558009,0.24990298842812672,4
2,2,2,2,1,-0.9110895741495034,-1.1740442798618453,3
3,2,3,1,2,-0.46888686585605127,-0.05770522351366665,3
1,1,2,1,1,-2.473463818906761,-1.6869703102346796,1
2,2,4,2,2,-0.48092831122306573,0.07718748938720835,3
2,3,3,2,2,0.1999347438842943,-0.3483197861002459,3
3,2,4,2,3,0.59573853048514,0.171349573925122,3
3,1,3,1,1,-1.6797758145265047,-0.10400972667984261,1
3,3,3,2,2,0.6467110613927503,0.053450510379461,3
2,1,5,2,2,-1.1617913663304256,0.5026947648746626,2
4,3,1,3,2,1.8278161429526159,-1.3463761555465208,3
2,2,2,2,4,0.978581998449746,-2.0968689156872258,3
4,2,4,4,1,0.8519328051502915,0.702822331858732,2
3,2,3,2,1,-0.5641778872777035,0.00714600721328497,2
3,3,3,4,2,1.7159100669489453,-0.43206345205022245,6
4,2,4,1,1,-0.7518657031840011,1.4310932755032573,3
3,2,3,3,2,0.6003121397001439,-0.5432191859433502,2
1,1,1,3,1,-1.3044001827139096,-2.951904263259787,6
4,1,5,1,1,-1.432728758291361,1.8566005509907115,2
2,2,3,2,1,-1.0109542047861593,-0.3946242892664219,3
4,3,3,2,2,1.0934873789012063,0.455220806859168,4
2,2,2,2,2,-0.28119904994975364,-1.4816524918036387,3
3,3,2,3,1,0.651284670607754,-0.6611182494890109,7
3,1,3,2,2,-0.5152857875486574,-0.6543749198364778,3
2,2,3,2,1,-1.0109542047861593,-0.3946242892664219,3
4,3,2,5,1,2.1672599936724053,-0.7448619154389875,2
2,2,4,2,2,-0.48092831122306573,0.07718748938720835,2
3,2,4,1,1,-1.198642020692457,1.0293229790235505,2
2,1,2,1,1,-2.0266875013983046,-1.2852000137549728,2
3,2,4,5,2,1.569646514619683,-0.24931315777760996,3
3,3,3,2,2,0.6467110613927503,0.053450510379461,4
4,5,2,4,2,3.424547864035465,-0.10188771595000046,6
3,2,3,2,4,1.3254936853215462,-0.9156786286120951,3
3,1,3,3,2,0.019313715229440104,-0.8971319010513196,2
2,2,2,2,2,-0.28119904994975364,-1.4816524918036387,3
2,1,3,2,1,-1.591952629256863,-0.7485370043743911,2
2,2,2,3,2,0.25340045282834395,-1.7244094730184805,2
2,3,4,1,1,-1.064419913730209,0.9814653976518128,2
3,4,5,2,1,0.3980897003903922,2.273811418620071,4
3,3,3,3,3,1.8112010883705978,-0.49691468277717404,3
1,1,3,1,1,-2.5733284495434168,-0.9075503196392563,2
4,4,3,4,3,3.373575333127855,0.01601134759566046,5
2,2,3,3,3,0.7834263463914376,-1.2525976943648502,3
3,1,3,2,2,-0.5152857875486574,-0.6543749198364778,1
3,2,3,3,4,1.8600931880996436,-1.1584356098269368,4
1,3,4,1,1,-1.511196231238665,0.579695101172106,4
3,1,3,1,1,-1.6797758145265047,-0.10400972667984261,1
4,2,4,2,2,0.41262432379384617,0.8807280823466221,3
3,2,2,2,2,0.16557726755870242,-1.079882195323932,2
1,2,3,1,1,-1.9923300250727127,-0.5536376045312871,2
2,2,3,2,2,-0.38106368058640966,-0.7022325012082153,2
3,2,2,1,1,-0.998912759419145,-0.5295170021672969,2
4,2,4,2,2,0.41262432379384617,0.8807280823466221,2
3,3,5,1,1,-0.7175082268584093,2.162655684726943,1
4,2,3,2,1,-0.11740156976924752,0.4089163036929919,4
1,1,3,2,2,-1.4088384225655695,-1.4579155127958914,2
4,2,3,1,1,-0.6520010725473451,0.6516732849078336,4
3,1,4,2,1,-1.2450409423850632,0.43265328270073933,2
3,3,2,3,1,0.651284670607754,-0.6611182494890109,3
3,2,3,3,3,1.2302026638998937,-0.8508273978851435,3
1,1,3,1,1,-2.5733284495434168,-0.9075503196392563,1
2,1,3,1,1,-2.126552132034961,-0.5057800231595494,2
3,1,3,3,1,-0.6105768089703097,-0.5895236891095261,3
3,2,4,3,1,-0.129443015136262,0.5438090165938669,3
3,2,2,2,2,0.16557726755870242,-1.079882195323932,3
3,2,3,3,3,1.2302026638998937,-0.8508273978851435,3
2,1,3,2,1,-1.591952629256863,-0.7485370043743911,2
1,1,3,2,1,-2.0387289467653193,-1.150307300854098,2
2,2,1,5,4,2.682245137420695,-3.604559849927175,5
3,3,4,2,2,0.5468464307560942,0.8328705009748847,3
3,2,4,1,1,-1.198642020692457,1.0293229790235505,2
3,1,5,4,1,-0.27570656746552435,0.7265593108664793,2
2,2,2,2,2,-0.28119904994975364,-1.4816524918036387,3
3,1,5,2,1,-1.3449055730217192,1.212073273296163,2
4,3,4,1,2,0.4590232454864527,1.4773977786694334,3
3,2,3,1,1,-1.0987773900558009,0.24990298842812672,2
4,3,4,2,2,0.9936227482645503,1.2346407974545917,3
3,1,3,1,1,-1.6797758145265047,-0.10400972667984261,2
3,2,3,1,1,-1.0987773900558009,0.24990298842812672,2
4,1,5,1,1,-1.432728758291361,1.8566005509907115,1
3,2,3,3,2,0.6003121397001439,-0.5432191859433502,2
2,2,4,1,1,-1.6454183382009129,0.6275526825438434,1
4,3,2,2,2,1.1933520095378625,-0.3241991837362556,2
4,2,4,4,2,1.4818233293500414,0.3952141199169387,3
2,2,3,2,2,-0.38106368058640966,-0.7022325012082153,3
4,4,3,4,2,2.743684808928105,0.32361955953745386,5
3,2,3,3,2,0.6003121397001439,-0.5432191859433502,3
4,3,3,3,2,1.6280868816793037,0.21246382564432614,4
2,2,3,1,1,-1.545553707564257,-0.15186730805158016,2
5,5,2,2,4,4.061906224387225,0.17018011907580308,4
4,1,5,1,1,-1.432728758291361,1.8566005509907115,1
2,1,2,2,2,-0.8621974744204572,-1.835565206911608,2
1,2,3,3,2,-0.2932404953167681,-1.3467597789027639,5
3,2,3,3,3,1.2302026638998937,-0.8508273978851435,1
2,2,4,2,1,-1.1108188354228155,0.38479570132900176,3
2,2,3,2,1,-1.0109542047861593,-0.3946242892664219,2
3,2,2,2,2,0.16557726755870242,-1.079882195323932,3
4,4,5,2,2,1.474756542098598,2.3679735031579847,3
3,2,4,3,2,0.5004475090634878,0.23620080465207355,2
5,3,3,3,2,2.0748631991877597,0.6142341221240329,4
3,3,4,3,2,1.081445933534192,0.5901135197600429,3
1,1,5,1,1,-2.773057710816729,0.6512896615515908,1
3,2,3,3,1,-0.029578384499605922,-0.23561097400155678,2
3,1,4,2,2,-0.6151504181853135,0.12504507075894594,2
3,2,5,1,1,-1.298506651329113,1.808742969618974,3
3,1,3,2,2,-0.5152857875486574,-0.6543749198364778,2
5,1,4,2,2,0.2784022168315983,0.9285856637183597,2
4,2,3,4,4,2.841469008386197,-0.9994222945620718,3
4,2,3,2,3,1.1423794786302521,-0.2063001201905948,3
3,3,2,3,2,1.2811751948075039,-0.9687264614308043,4
3,2,4,2,2,-0.03415199371460974,0.4789577858669154,3
2,2,4,1,2,-1.0155278140011632,0.31994447060205017,2
5,4,5,4,1,2.360841340963499,2.5918380491498008,3
1,1,2,2,1,-1.938864316128663,-1.9297272914495214,2
3,2,4,2,2,-0.03415199371460974,0.4789577858669154,2
3,2,3,3,3,1.2302026638998937,-0.8508273978851435,2
2,2,4,2,2,-0.48092831122306573,0.07718748938720835,3
3,2,3,4,1,0.5050211182784915,-0.4783679552163985,3
2,2,3,2,2,-0.38106368058640966,-0.7022325012082153,2
4,3,4,4,4,3.322602802220245,0.13391041114132127,5
2,1,4,3,3,0.10256329128407791,-0.8270904188773961,2
2,2,5,1,1,-1.745282968837569,1.406972673139267,2
3,1,4,1,1,-1.7796404451631607,0.675410263915581,2
2,2,4,2,1,-1.1108188354228155,0.38479570132900176,2
3,3,4,4,3,2.245935960512039,0.039748326603407866,4
1,1,3,1,2,-1.9434379253436669,-1.2151585315810496,2
2,2,4,2,1,-1.1108188354228155,0.38479570132900176,4
4,2,4,2,2,0.41262432379384617,0.8807280823466221,2
3,1,4,1,1,-1.7796404451631607,0.675410263915581,2
5,2,3,4,2,2.0284642774951536,0.01756442580122186,3
3,2,4,2,2,-0.03415199371460974,0.4789577858669154,3
3,2,4,2,2,-0.03415199371460974,0.4789577858669154,2
4,3,4,2,2,0.9936227482645503,1.2346407974545917,3
2,2,4,1,1,-1.6454183382009129,0.6275526825438434,1
3,2,3,1,1,-1.0987773900558009,0.24990298842812672,2
2,2,4,3,2,0.053671191555031805,-0.1655694918276334,2
2,1,4,1,1,-2.226416762671617,0.2736399674358742,2
4,2,2,2,2,0.6123535850671583,-0.6781118988442251,2
3,2,4,2,1,-0.6640425179143595,0.7865659978087087,2
4,5,2,5,4,5.218928415213062,-0.959861121048429,6
4,2,5,1,1,-0.8517303338206572,2.210513266098681,2
3,3,5,2,2,0.44698180011943806,1.6122904915703082,3
3,2,2,4,2,1.2347762731148975,-1.5653961577536155,6
3,2,2,3,2,0.7001767703368,-1.3226391765387737,2
3,3,3,4,2,1.7159100669489453,-0.43206345205022245,3
3,1,4,2,2,-0.6151504181853135,0.12504507075894594,1
2,2,3,1,1,-1.545553707564257,-0.15186730805158016,2
3,3,5,3,1,0.3516907786977858,1.6771417222972598,4
3,2,5,3,2,0.4005828784268317,1.0156207952474972,3
4,3,4,1,1,-0.1708672787132971,1.7850059906112268,3
3,4,5,3,2,1.5625797273682396,1.723446225463436,5
3,3,2,3,3,1.9110657190072537,-1.2763346733725975,5
2,2,5,2,2,-0.5807929418597217,0.8566074799826319,1
3,2,3,2,1,-0.5641778872777035,0.00714600721328497,3
2,2,4,2,2,-0.48092831122306573,0.07718748938720835,3
5,4,3,4,2,3.190461126436561,0.7253898560171604,6
3,2,4,2,1,-0.6640425179143595,0.7865659978087087,3
2,2,3,2,2,-0.38106368058640966,-0.7022325012082153,2
3,1,4,2,1,-1.2450409423850632,0.43265328270073933,1
3,3,4,2,1,-0.08304409344365558,1.1404787129166782,3
1,1,3,2,1,-2.0387289467653193,-1.150307300854098,2
2,2,5,2,1,-1.2106834660594714,1.1642156919244253,2
1,1,4,1,1,-2.6731930801800727,-0.12813032904383265,2
2,1,4,2,1,-1.691817259893519,0.03088298622103243,2
2,1,4,1,1,-2.226416762671617,0.2736399674358742,1
4,2,5,2,2,0.3127596931571901,1.660148072942046,4
3,1,2,2,1,-1.045311681111751,-1.1261866984901079,2
3,2,3,3,3,1.2302026638998937,-0.8508273978851435,2
5,4,2,5,2,3.8249252598513146,-0.29678711579310474,5
3,3,4,1,1,-0.6176435962217531,1.3832356941315198,2
5,1,3,1,1,-0.786223179509593,0.6995308662795712,1
3,3,4,2,2,0.5468464307560942,0.8328705009748847,3
2,2,3,1,1,-1.545553707564257,-0.15186730805158016,2
3,2,3,3,2,0.6003121397001439,-0.5432191859433502,3
3,2,4,1,1,-1.198642020692457,1.0293229790235505,2
3,1,4,1,1,-1.7796404451631607,0.675410263915581,1
5,2,2,2,2,1.0591299025756145,-0.27634160236451816,1
2,1,2,2,2,-0.8621974744204572,-1.835565206911608,2
3,2,4,1,1,-1.198642020692457,1.0293229790235505,3
2,2,3,1,1,-1.545553707564257,-0.15186730805158016,1
2,1,4,1,1,-2.226416762671617,0.2736399674358742,2
4,2,2,1,1,-0.552136441910689,-0.1277467056875899,3
3,3,4,1,1,-0.6176435962217531,1.3832356941315198,3
4,4,3,2,2,1.67448580337191,0.8091335219671373,3
2,2,2,2,2,-0.28119904994975364,-1.4816524918036387,2
2,2,3,4,1,0.05824480077003563,-0.8801382516961054,2
4,2,4,2,1,-0.2172662004059036,1.1883362942884157,3
2,2,3,2,2,-0.38106368058640966,-0.7022325012082153,1
3,2,3,2,1,-0.5641778872777035,0.00714600721328497,2
2,1,5,2,1,-1.7916818905301752,0.810302976816456,2
4,2,3,2,1,-0.11740156976924752,0.4089163036929919,3
2,2,4,4,2,0.5882706943331293,-0.4083264730424751,3
3,1,4,1,1,-1.7796404451631607,0.675410263915581,2
2,2,3,2,2,-0.38106368058640966,-0.7022325012082153,3
3,3,3,3,2,1.181310564170848,-0.18930647083538074,4
3,3,5,1,1,-0.7175082268584093,2.162655684726943,1
5,1,3,3,3,1.5427568744461018,-0.40119952003369896,2
4,3,4,3,2,1.5282222510426478,0.9918838162397497,4
4,3,5,1,1,-0.2707319093499532,2.56442598120665,3
3,3,4,1,1,-0.6176435962217531,1.3832356941315198,1
2,2,2,1,1,-1.445689076927601,-0.9312872986470035,3
2,2,3,3,2,0.15353582219168788,-0.9449894824230571,2
4,4,4,3,3,2.7391111997131015,1.038188319405926,5
3,2,3,4,1,0.5050211182784915,-0.4783679552163985,4
1,2,2,1,1,-1.8924653944360568,-1.3330575951267105,3
4,1,4,4,1,0.2709343806795876,0.34890961675076276,3
2,1,3,1,1,-2.126552132034961,-0.5057800231595494,3
1,1,4,1,1,-2.6731930801800727,-0.12813032904383265,1
2,2,4,2,1,-1.1108188354228155,0.38479570132900176,1
2,2,5,3,3,0.5836970851181255,0.3062422868259968,3
4,2,2,2,2,0.6123535850671583,-0.6781118988442251,3
3,1,5,1,1,-1.8795050757998168,1.4548302545110046,1
2,2,4,2,1,-1.1108188354228155,0.38479570132900176,1
4,1,4,1,1,-1.3328641276547049,1.077180560395288,2
4,1,4,2,1,-0.7982646248766074,0.8344235791804463,2
3,2,5,1,1,-1.298506651329113,1.808742969618974,2
2,1,2,2,2,-0.8621974744204572,-1.835565206911608,2
3,2,3,2,2,0.06571263692204636,-0.3004622047285084,3
1,1,3,1,1,-2.5733284495434168,-0.9075503196392563,1
3,3,3,3,2,1.181310564170848,-0.18930647083538074,4
4,2,3,3,2,1.0470884572085999,-0.14144888946364323,4
2,2,4,3,2,0.053671191555031805,-0.1655694918276334,3
4,3,5,3,2,1.4283576204059918,1.7713038068351734,3
1,2,5,1,1,-2.192059286346025,1.0052023766595601,1
3,1,5,2,2,-0.7150150488219695,0.9044650613543694,1
4,1,3,2,2,-0.06850947004020153,-0.25260462335677075,2
2,3,3,3,2,0.7345342466623919,-0.5910767673150877,5
4,2,4,2,2,0.41262432379384617,0.8807280823466221,4
4,4,3,3,2,2.2090853061500075,0.5663765407522955,4
4,2,4,3,1,0.317333302372194,0.9455793130735738,3
3,3,3,2,2,0.6467110613927503,0.053450510379461,7
3,3,4,2,2,0.5468464307560942,0.8328705009748847,3
3,2,3,3,1,-0.029578384499605922,-0.23561097400155678,2
2,3,4,3,2,0.6346696160257358,0.18834322328033598,3
1,1,3,5,3,0.8248506099684729,-2.4937946683822103,6
3,1,4,1,1,-1.7796404451631607,0.675410263915581,2
2,2,4,1,1,-1.6454183382009129,0.6275526825438434,3
3,2,3,1,1,-1.0987773900558009,0.24990298842812672,2
4,2,4,2,2,0.41262432379384617,0.8807280823466221,3
2,1,4,1,1,-2.226416762671617,0.2736399674358742,2
3,2,3,2,2,0.06571263692204636,-0.3004622047285084,3
2,1,3,1,2,-1.496661607835211,-0.8133882351013428,3
3,4,4,2,1,0.4979543310270483,1.4943914280246475,4
3,1,4,3,2,-0.08055091540721598,-0.11771191045589582,3
3,2,5,1,1,-1.298506651329113,1.808742969618974,1
3,3,3,2,2,0.6467110613927503,0.053450510379461,3
4,2,5,2,2,0.3127596931571901,1.660148072942046,2
3,1,2,2,1,-1.045311681111751,-1.1261866984901079,2
4,2,2,3,2,1.146953087845256,-0.9208688800590669,3
3,1,3,1,1,-1.6797758145265047,-0.10400972667984261,2
2,2,4,2,1,-1.1108188354228155,0.38479570132900176,2
3,2,3,4,1,0.5050211182784915,-0.4783679552163985,3
2,2,4,3,1,-0.576219332644718,0.14203872011415997,4
1,1,3,2,2,-1.4088384225655695,-1.4579155127958914,2
3,2,2,3,2,0.7001767703368,-1.3226391765387737,3
3,2,2,2,1,-0.46431325664104744,-0.7722739833821386,4
3,3,4,2,1,-0.08304409344365558,1.1404787129166782,2
3,2,4,3,1,-0.129443015136262,0.5438090165938669,4
3,2,4,2,2,-0.03415199371460974,0.4789577858669154,2
2,2,3,3,3,0.7834263463914376,-1.2525976943648502,3
2,2,3,1,1,-1.545553707564257,-0.15186730805158016,1
2,2,4,1,1,-1.6454183382009129,0.6275526825438434,1
4,1,2,4,2,1.1005541661526497,-1.5175385763818778,3
4,3,4,4,2,2.0628217538207454,0.749126835024908,5
1,1,4,3,2,-0.974103550424128,-0.9212525034153096,2
4,3,2,5,4,4.056931566271655,-1.6676865512643675,6
2,2,4,1,1,-1.6454183382009129,0.6275526825438434,2
3,3,3,2,2,0.6467110613927503,0.053450510379461,3
3,2,2,3,1,0.07028624613705022,-1.0150309645969804,2
3,3,3,3,3,1.8112010883705978,-0.49691468277717404,4
5,3,5,5,5,4.834004516069892,0.7647355050598167,5
3,1,5,2,2,-0.7150150488219695,0.9044650613543694,2
3,4,3,3,4,3.022090037041051,-0.45061017961099814,5
4,3,3,2,1,0.46359685470145645,0.7628290188009613,2
5,2,5,1,2,0.22493650788754863,2.3046753506365945,1
3,2,3,3,1,-0.029578384499605922,-0.23561097400155678,3
3,2,4,3,1,-0.129443015136262,0.5438090165938669,2
2,3,3,3,2,0.7345342466623919,-0.5910767673150877,4
5,1,2,2,2,0.47813147810491047,-0.6302543174724875,1
3,2,3,2,1,-0.5641778872777035,0.00714600721328497,3
3,1,3,3,2,0.019313715229440104,-0.8971319010513196,4
