Promotion_Opportunities_V24,Job_Interest_V25,No_Work_Life_Balance_V38,Management_Relation_V42,Workplace_Relation_V43,PCA1,PCA2,PCA3,PCA4,Job_Satisfaction_V44
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,0.2399747350029138,0.6623257183472364,2
2,2,4,1,1,-1.5140660382760316,0.6549537768586917,0.019007785978449397,0.8587639257362163,3
3,2,3,3,3,1.8297835977048371,-1.0111483161435244,0.8330893517433284,0.07368571057984319,2
3,1,2,1,3,-0.012022796333158415,-1.5318615292257058,-0.06428487988842951,-0.38639173708008334,3
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,0.38226951639539725,-0.0278952512724101,3
3,3,3,2,2,0.9204687096572848,0.10246908907114305,-0.4636119655674644,1.100980486692117,3
4,3,2,2,2,1.3795472010255685,-0.2617251870615535,-1.5164095735902756,0.5971734697430393,3
1,1,2,1,1,-2.2997149538416384,-1.5932146127184725,-0.3575714597047336,0.7555326946825207,2
3,3,3,1,1,-0.5219168626490076,0.7534229975059029,-1.3970515524613096,1.2416160857957645,5
4,2,4,2,2,0.7088096767258839,0.7087440954451745,0.041944546241966876,-0.4758996599361557,3
2,2,5,2,2,-0.14051388599021142,0.7205662580672496,1.549993567579942,0.6249213502972844,2
1,2,3,2,1,-1.1466931247035068,-0.7432430629657693,0.2082578882564952,1.3822975188491546,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,0.7181629085815951,-0.07532387404077341,3
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,-0.21527667831224997,0.06531172506287418,2
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,-0.5556016484656804,-0.38269268360087144,3
4,2,3,1,1,-0.6647424755599362,0.6431316142366166,-1.4890412353595255,-0.24205708449722385,2
4,2,3,2,1,0.024042089339927717,0.3138732775660945,-1.1574963516889962,-0.4087444610039316,3
4,2,5,3,3,2.082361829011704,0.7743565766537321,1.5729303278434594,-0.7097422353750875,2
3,1,1,2,1,-0.7616068262256792,-1.9342951120110696,-1.5340755973721794,-0.5119756920576272,1
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,-0.2469935250586687,0.7852835255647929,3
2,1,2,2,1,-1.2206853175939631,-1.5701008358783735,-0.4812779893493682,-0.008168675108549284,1
3,2,4,2,2,0.31856460537807235,0.35637198193455305,0.49719595955713075,0.12111433334820648,3
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,-0.2469935250586687,0.7852835255647929,3
1,1,2,1,1,-2.2997149538416384,-1.5932146127184725,-0.3575714597047336,0.7555326946825207,1
4,1,4,3,2,0.8645235573670076,-0.08317773800525527,0.7367511603294439,-1.52924621345149,3
4,3,4,3,3,2.6842659332909165,0.5204536837903223,0.612122402718864,0.2701239179688231,2
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,-0.7022449383738326,0.1882695322804306,2
2,1,4,2,1,-1.3583521576349078,-0.13696805659173805,0.7138144000659264,-0.19458262777911786,2
4,3,3,2,1,0.5571127735986678,0.7765367743460022,-1.520758082105944,0.4779147160046949,3
5,2,3,2,1,0.4142871606877392,0.6662453910767158,-1.6127477650041602,-1.0057584542882938,3
3,1,5,1,1,-1.7257250712074326,1.2612287832327231,0.5245642977878807,-0.7181162208920565,2
1,2,4,3,3,0.9804600349887419,-0.9993261535214493,2.3411383730813036,1.1745067208132831,2
3,2,4,1,1,-1.12382096692822,1.007325890369313,-0.43624362733671435,0.2617499324518541,2
4,2,3,4,2,2.155212226546084,-0.6663389675391872,0.10748811887537794,-0.716067436614287,3
2,1,5,2,1,-1.42718557765538,0.5795983330515797,1.311360594773574,-0.28778960411440213,2
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,0.2399747350029138,0.6623257183472364,2
5,1,4,4,1,1.1899521862082545,0.2616316105990818,0.011149927461493256,-2.3189993606456194,1
5,1,3,2,1,-0.11878352357100089,0.20358189429680815,-1.2494860345872123,-1.8924176312969203,2
1,1,5,1,1,-2.5062152139030553,0.5564845562114805,1.4350671244182087,0.4759117656766678,1
5,3,3,2,2,1.7009588523529076,0.8072133160923858,-1.374114792197792,-0.09304749987660715,5
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,-0.697896429858164,0.3075282860187751,3
3,1,4,2,2,-0.2145060788806677,-0.1062915148453546,0.8604576899740786,-0.7655448436604199,3
2,2,3,1,1,-1.4452326182555593,-0.061612612784626035,-0.5785384087291979,0.9519709020715006,2
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,-0.21527667831224997,0.06531172506287418,1
4,2,4,3,3,2.151195249032176,0.057790187010414586,0.975384133135812,-0.6165352590398032,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,-0.5556016484656804,-0.38269268360087144,3
3,4,5,2,2,1.31587255387508,1.9982653651376858,0.3682186934308824,1.8012257110301746,4
3,2,4,2,2,0.31856460537807235,0.35637198193455305,0.49719595955713075,0.12111433334820648,2
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,0.7181629085815951,-0.07532387404077341,3
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,0.38226951639539725,-0.0278952512724101,1
2,2,3,1,1,-1.4452326182555593,-0.061612612784626035,-0.5785384087291979,0.9519709020715006,1
4,3,2,2,2,1.3795472010255685,-0.2617251870615535,-1.5164095735902756,0.5971734697430393,2
5,4,3,3,2,2.9228141015115114,0.9406184762017712,-1.405831638944211,0.6269243006253115,5
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,0.7181629085815951,-0.07532387404077341,2
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,-0.33463469944121615,-0.5791308909898513,2
1,1,5,1,1,-2.5062152139030553,0.5564845562114805,1.4350671244182087,0.4759117656766678,1
3,1,4,3,2,0.47427848601919614,-0.4355498515158766,1.1920025736446078,-0.9322322201671276,2
4,2,3,2,1,0.024042089339927717,0.3138732775660945,-1.1574963516889962,-0.4087444610039316,2
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,-0.7022449383738326,0.1882695322804306,2
5,3,4,3,3,3.074511004638728,0.8728257973009435,0.1568709894037002,-0.32689007531553904,4
4,3,3,5,4,4.8842694905175446,-1.1763249509582774,1.279560678575591,0.05600791869375204,4
3,3,4,1,3,0.9164517321433772,0.8265982436207449,0.4042840486929697,1.2005126642666006,3
4,2,3,1,1,-0.6647424755599362,0.6431316142366166,-1.4890412353595255,-0.24205708449722385,2
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,-0.21527667831224997,0.06531172506287418,2
3,3,3,2,2,0.9204687096572848,0.10246908907114305,-0.4636119655674644,1.100980486692117,4
2,3,2,3,3,2.041442630636238,-1.6174233225175558,0.32753283993389715,1.6505658572081159,4
3,2,3,3,3,1.8297835977048371,-1.0111483161435244,0.8330893517433284,0.07368571057984319,3
4,3,5,1,1,-0.2693386313421407,2.5389278903031594,-0.6572105763611787,0.458188139840834,3
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,-0.07298189691976657,-0.6249092445567722,1
2,1,5,2,2,-0.6735845702489514,0.25790276128734174,1.91325529799689,-0.261737826711342,1
3,2,4,1,1,-1.12382096692822,1.007325890369313,-0.43624362733671435,0.2617499324518541,2
5,1,4,1,1,-0.876401508491337,1.249406620610648,-0.9834847235500943,-1.8189372311254968,1
4,2,4,2,2,0.7088096767258839,0.7087440954451745,0.041944546241966876,-0.4758996599361557,4
4,2,3,1,1,-0.6647424755599362,0.6431316142366166,-1.4890412353595255,-0.24205708449722385,1
2,2,5,1,1,-1.582899458296504,1.3715201665020096,0.6165539806860968,0.765556949400932,2
4,1,5,2,2,0.10690557244667147,0.9626469883085843,1.002752471366562,-1.4557658132800666,2
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,-0.10035023515051662,0.21432130968349078,4
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,1.3157091032892425,-0.1685308503760577,2
3,2,4,2,1,-0.43503640202835614,0.678067553698791,-0.10469874366618519,0.09506255594514632,3
1,1,4,1,1,-2.437381793882583,-0.16008183343183724,0.8375209297105611,0.5691187420119522,1
4,2,3,2,1,0.024042089339927717,0.3138732775660945,-1.1574963516889962,-0.4087444610039316,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,-0.5556016484656804,-0.38269268360087144,3
4,1,3,3,3,1.6869579847939085,-1.1214396994128109,0.7410996688451124,-1.4099874597131454,2
4,1,4,2,1,-0.5778620149392847,0.5677761704295046,-0.19668842656440122,-1.3886106143478425,1
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,-0.2469935250586687,0.7852835255647929,3
2,2,3,3,2,0.6859375189505971,-1.0418248578899079,0.6864460618351764,0.6446479264611452,3
4,2,3,3,3,2.2200286690526485,-0.6587762026329032,0.3778379384281647,-0.523328282704519,2
4,5,4,4,4,5.192792874114689,0.7948267689153781,0.8190385287788136,1.902806672882428,1
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,-1.0337898220443618,0.35495690878713837,2
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,0.3549011781646472,0.811335302967853,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,-1.0337898220443618,0.35495690878713837,2
4,2,5,4,1,1.2639443790987106,1.088489383511686,0.7006858050673567,-0.9285331666879156,3
5,2,5,1,1,-0.41216424425306925,2.428636507033873,-0.7492002592593948,-1.0254850304521548,2
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,0.12061671387394766,0.017883102294510875,3
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,0.16130256737093288,0.1685429561165698,1
5,2,4,1,1,-0.34333082423259703,1.7120701173905557,-1.3467464539670422,-0.9322780541168703,2
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,-0.10035023515051662,0.21432130968349078,3
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,-0.21527667831224997,0.06531172506287418,2
2,2,3,3,2,0.6859375189505971,-1.0418248578899079,0.6864460618351764,0.6446479264611452,3
4,2,4,3,3,2.151195249032176,0.057790187010414586,0.975384133135812,-0.6165352590398032,4
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,1.3157091032892425,-0.1685308503760577,3
4,2,5,2,1,-0.11362475070101699,1.74700605685273,0.03759603772629829,-0.5951584136745001,4
2,1,5,2,5,1.5872184519703338,-0.7071839540053717,3.7189394076668374,-0.1835824945021615,2
2,1,5,2,1,-1.42718557765538,0.5795983330515797,1.311360594773574,-0.28778960411440213,2
5,2,2,4,3,3.367891725320796,-1.3522288154361217,-0.34341478592411734,-1.1938226761603046,5
4,4,3,2,1,1.0901834578574077,1.2392002711259098,-1.884019812522892,1.3645738930133209,3
1,1,4,1,1,-2.437381793882583,-0.16008183343183724,0.8375209297105611,0.5691187420119522,2
4,3,4,2,2,1.2418803609846238,1.171407592225082,-0.321317184174981,0.4107595170724707,2
3,3,4,2,2,0.8516352896368125,0.8190354787144608,0.1339342291401829,1.0077735103568328,2
2,1,2,1,1,-1.909469882493827,-1.2408424992078513,-0.8128228730198975,0.1585187013981585,2
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,0.16130256737093288,0.1685429561165698,3
4,1,4,1,1,-1.2666465798391486,0.8970345071000265,-0.5282333102349305,-1.2219232378411347,2
4,2,4,2,2,0.7088096767258839,0.7087440954451745,0.041944546241966876,-0.4758996599361557,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,0.7181629085815951,-0.07532387404077341,3
2,1,3,2,1,-1.2895187376144355,-0.8535344462350559,0.11626820535827921,-0.10137565144383358,2
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,-0.07298189691976657,-0.6249092445567722,1
3,2,4,2,1,-0.43503640202835614,0.678067553698791,-0.10469874366618519,0.09506255594514632,3
4,4,4,2,2,1.774951045243364,1.6340710890049894,-0.6845789145919288,1.2974186940810968,5
5,3,5,2,2,1.563292012311963,2.240346095379021,-0.1790224027824975,-0.27946145254717575,4
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,-0.33463469944121615,-0.5791308909898513,1
2,1,4,2,1,-1.3583521576349078,-0.13696805659173805,0.7138144000659264,-0.19458262777911786,2
5,1,5,2,1,-0.25645036361194556,1.6367146735834435,-0.05439364517191778,-2.0788315839674882,2
4,2,2,4,2,2.224045646566556,-1.3829053571825052,-0.49005807583226946,-0.6228604602790027,4
4,2,4,2,1,-0.044791330680544666,1.0304396672094123,-0.5599501569813491,-0.5019514373392158,3
4,2,4,2,1,-0.044791330680544666,1.0304396672094123,-0.5599501569813491,-0.5019514373392158,2
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,0.38226951639539725,-0.0278952512724101,2
1,1,5,1,1,-2.5062152139030553,0.5564845562114805,1.4350671244182087,0.4759117656766678,1
1,1,1,2,2,-0.7884959615148736,-2.96073491079655,-0.02167806751853578,0.7081040719141574,3
4,2,3,3,1,0.7128266542397916,-0.015385059104427437,-0.8259514680184672,-0.5754318375106393,6
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,0.38226951639539725,-0.0278952512724101,1
2,1,2,4,2,0.9104848196121932,-2.5503130809836554,0.7837064812150061,-0.31549165071890467,5
3,2,5,3,2,0.9385157502574639,0.7436800349073489,1.4262870379353072,-0.13878001949378554,3
3,1,2,1,1,-1.5192248111460156,-0.8884703856972301,-1.2680742863350614,-0.4384952918862037,2
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,-0.10035023515051662,0.21432130968349078,3
1,1,4,1,1,-2.437381793882583,-0.16008183343183724,0.8375209297105611,0.5691187420119522,1
4,2,2,2,2,0.8464765167668286,-0.724388683841461,-1.1531478431733277,-0.28948570726558714,1
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,0.38226951639539725,-0.0278952512724101,2
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,-0.33463469944121615,-0.5791308909898513,1
4,2,2,2,2,0.8464765167668286,-0.724388683841461,-1.1531478431733277,-0.28948570726558714,3
5,4,5,2,2,2.096362696570703,2.7030095921589283,-0.5422841331994454,0.6071977244614506,3
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,0.12061671387394766,0.017883102294510875,1
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,-0.5556016484656804,-0.38269268360087144,2
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,-0.07298189691976657,-0.6249092445567722,2
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,-0.7022449383738326,0.1882695322804306,3
3,1,4,2,2,-0.2145060788806677,-0.1062915148453546,0.8604576899740786,-0.7655448436604199,2
4,2,5,1,1,-0.8024093156008808,2.076264393523252,-0.2939488459442309,-0.4284710371677924,2
3,2,3,3,2,1.0761825902984086,-0.6894527443792865,0.2311946485200125,0.04763393317678302,3
2,1,5,1,1,-2.115970142555244,0.9088566697221017,0.9798157111030447,-0.1211022276076944,2
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,-0.3389832079568847,-0.6983896447281956,1
4,3,2,5,2,3.4459008957251602,-1.2495001970731194,-0.5217749225786882,0.09711134022291602,6
2,1,2,3,3,0.9753012621187579,-2.5427503160773712,1.0540563007677928,-0.12275249680913672,5
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,0.3549011781646472,0.811335302967853,3
4,2,3,3,2,1.46642766164622,-0.33708063086866535,-0.22405676479515127,-0.5493800601075792,3
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,0.9524473728722945,0.7181283266325686,2
2,2,3,1,2,-0.6916316108491306,-0.38330818454886395,0.023356294494118038,0.9780226794745607,2
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,-0.21527667831224997,0.06531172506287418,3
3,2,4,1,1,-1.12382096692822,1.007325890369313,-0.43624362733671435,0.2617499324518541,3
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,-0.7022449383738326,0.1882695322804306,3
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,-0.21527667831224997,0.06531172506287418,2
3,2,4,2,1,-0.43503640202835614,0.678067553698791,-0.10469874366618519,0.09506255594514632,2
2,1,2,1,1,-1.909469882493827,-1.2408424992078513,-0.8128228730198975,0.1585187013981585,5
4,2,5,3,2,1.3287608216052753,1.09605214841797,0.9710356246201434,-0.7357940127781477,4
4,2,2,4,4,3.731247661379413,-2.026296500710981,0.7137313306143622,-0.5707569054728823,4
2,1,5,1,1,-2.115970142555244,0.9088566697221017,0.9798157111030447,-0.1211022276076944,1
4,2,4,2,2,0.7088096767258839,0.7087440954451745,0.041944546241966876,-0.4758996599361557,3
3,2,4,4,2,1.6961337351778,-0.3021446914064909,1.1602857268981892,-0.21226041966520903,5
3,2,2,4,2,1.8338005752187447,-1.7352774706931264,-0.034806662517105694,-0.02584646699464044,5
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,1.3157091032892425,-0.1685308503760577,3
5,2,2,2,1,0.4831205807082114,-0.05032099856660204,-2.2102939597118074,-0.9125514779530093,3
4,3,5,1,1,-0.2693386313421407,2.5389278903031594,-0.6572105763611787,0.458188139840834,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,0.49719595955713075,0.12111433334820648,3
4,2,2,2,2,0.8464765167668286,-0.724388683841461,-1.1531478431733277,-0.28948570726558714,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,-0.10035023515051662,0.21432130968349078,3
4,3,3,3,2,1.99949834590496,0.12558286591124238,-0.5873184952120991,0.3372791169010472,3
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,-0.7022449383738326,0.1882695322804306,2
5,2,3,2,2,1.1678881680941677,0.3445498193124778,-1.0108530617808442,-0.9797066768852335,3
3,1,2,1,1,-1.5192248111460156,-0.8884703856972301,-1.2680742863350614,-0.4384952918862037,2
5,1,2,1,1,-0.7387346684503924,-0.18372615867598774,-2.1785771129653893,-1.6325232784549282,3
4,3,4,2,3,1.9954813683910524,0.8497120204608442,0.28057751904833494,0.4368112944755309,3
4,4,4,2,2,1.774951045243364,1.6340710890049894,-0.6845789145919288,1.2974186940810968,3
4,1,3,2,2,0.24457241248761613,-0.47048579097805104,-0.19233991804873266,-1.269351860609498,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,0.7181629085815951,-0.07532387404077341,2
3,2,3,3,3,1.8297835977048371,-1.0111483161435244,0.8330893517433284,0.07368571057984319,3
5,1,1,1,1,-0.66990124842992,-0.9002925483193053,-2.776123307673036,-1.5393163021196439,2
1,1,4,2,1,-1.7485972289827192,-0.4893401701023592,1.1690658133810905,0.4024313655052444,1
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,-0.2469935250586687,0.7852835255647929,2
5,1,2,5,3,3.52360560596192,-2.1441506488865514,0.35139182816335957,-2.247169229675639,2
2,2,5,1,1,-1.582899458296504,1.3715201665020096,0.6165539806860968,0.765556949400932,2
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,0.38226951639539725,-0.0278952512724101,2
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,0.16130256737093288,0.1685429561165698,1
4,2,4,5,2,2.7751633714254753,-0.2790309145663916,1.0365791972535545,-0.975961789456279,4
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,0.2629114952664312,-0.6723378673251356,3
2,1,5,1,1,-2.115970142555244,0.9088566697221017,0.9798157111030447,-0.1211022276076944,2
2,1,2,1,1,-1.909469882493827,-1.2408424992078513,-0.8128228730198975,0.1585187013981585,2
2,2,2,2,2,0.06598637407120558,-1.4291329108627038,-0.24264501654300022,0.9045422793031372,3
4,1,2,3,3,1.7557914048143808,-1.8380060890561287,0.14355347413746505,-1.3167804833778611,3
3,3,4,4,2,2.22920441943654,0.16051880537341678,0.7970239964812413,0.6743987573434173,4
4,4,5,2,1,0.9525166178164632,2.672333050412545,-0.6889274231075974,1.1781599403427523,4
3,3,4,1,1,-0.5907502826694799,1.4699893871492207,-0.7995053577536623,1.1484091094604802,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,-1.0337898220443618,0.35495690878713837,4
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,0.38226951639539725,-0.0278952512724101,1
2,1,5,1,1,-2.115970142555244,0.9088566697221017,0.9798157111030447,-0.1211022276076944,2
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,-0.3389832079568847,-0.6983896447281956,2
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,-0.7022449383738326,0.1882695322804306,2
5,3,1,2,2,1.8386256923938522,-0.6259194631942496,-2.569207181613087,0.09336645279396141,3
2,2,2,2,1,-0.6876146333352229,-1.1074373390984658,-0.8445397197663161,0.8784905019000772,2
2,1,3,1,2,-1.2247022951078708,-0.8459716813287717,0.38661802491106595,0.09136350246593435,2
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,0.38226951639539725,-0.0278952512724101,2
5,1,4,2,2,0.5659840638149554,0.598452712175888,-0.0500451366562492,-1.9595728302291444,2
2,1,5,1,1,-2.115970142555244,0.9088566697221017,0.9798157111030447,-0.1211022276076944,2
2,1,5,1,1,-2.115970142555244,0.9088566697221017,0.9798157111030447,-0.1211022276076944,2
4,2,1,2,1,0.16170892938087236,-1.119259501720541,-2.352588741104291,-0.22233050833336301,3
5,2,4,1,1,-0.34333082423259703,1.7120701173905557,-1.3467464539670422,-0.9322780541168703,3
2,1,5,2,2,-0.6735845702489514,0.25790276128734174,1.91325529799689,-0.261737826711342,1
4,1,4,1,1,-1.2666465798391486,0.8970345071000265,-0.5282333102349305,-1.2219232378411347,2
3,3,4,1,1,-0.5907502826694799,1.4699893871492207,-0.7995053577536623,1.1484091094604802,3
3,3,5,3,3,2.2251874419226327,0.8846479599230186,1.6649200107416755,0.7739309349179011,1
3,1,4,3,3,1.2278794934256245,-0.7572454232801143,1.7938972768679238,-0.9061804427640674,2
5,2,5,1,1,-0.41216424425306925,2.428636507033873,-0.7492002592593948,-1.0254850304521548,3
4,1,3,1,2,-0.44421215241224776,-0.14122745430752903,-0.5238848017192619,-1.1026644841027902,1
4,1,4,2,1,-0.5778620149392847,0.5677761704295046,-0.19668842656440122,-1.3886106143478425,2
2,1,4,1,2,-1.293535715128343,-0.12940529168545395,0.9841642196187131,-0.0018434738693499425,2
3,1,1,2,2,-0.00800581881925069,-2.2559906837753076,-0.9321808941488635,-0.485923914654567,4
4,2,4,2,2,0.7088096767258839,0.7087440954451745,0.041944546241966876,-0.4758996599361557,3
4,2,5,2,2,0.6399762567054116,1.425310485088492,0.6394907409496142,-0.56910663627144,2
5,3,5,2,1,0.8096910049055346,2.5620416671432586,-0.7809171060058134,-0.3055132299502359,4
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,0.9524473728722945,0.7181283266325686,1
2,2,3,2,3,0.7507539614571618,-1.0342620929836237,0.9567958813879631,0.8373870803709131,3
4,2,5,2,2,0.6399762567054116,1.425310485088492,0.6394907409496142,-0.56910663627144,2
4,2,4,2,2,0.7088096767258839,0.7087440954451745,0.041944546241966876,-0.4758996599361557,2
4,2,3,2,1,0.024042089339927717,0.3138732775660945,-1.1574963516889962,-0.4087444610039316,3
5,1,5,1,1,-0.9452349285118093,1.9659730102539656,-0.38593852884244695,-1.9121442074607808,2
3,2,4,1,1,-1.12382096692822,1.007325890369313,-0.43624362733671435,0.2617499324518541,1
3,2,4,2,2,0.31856460537807235,0.35637198193455305,0.49719595955713075,0.12111433334820648,2
2,1,2,3,2,0.2217002547123293,-2.2210547443131334,0.4521615975444768,-0.14880427421219686,4
2,1,2,1,1,-1.909469882493827,-1.2408424992078513,-0.8128228730198975,0.1585187013981585,2
2,4,2,1,1,-0.3102578297176068,0.14714799113187146,-1.9026080642707408,2.818496232424038,4
5,4,4,2,2,2.1651961165911753,1.986443202515611,-1.1398303279070925,0.7004047007967349,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,-0.10035023515051662,0.21432130968349078,2
5,2,3,4,1,1.7918562904874666,0.007728717735671721,-0.9496579976631019,-1.3391332073017093,3
1,1,2,1,1,-2.2997149538416384,-1.5932146127184725,-0.3575714597047336,0.7555326946825207,1
1,1,5,4,2,0.31373948820296493,-0.7529860255643233,3.031596478653112,0.0019014135596047094,2
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,0.16130256737093288,0.1685429561165698,4
4,2,5,2,2,0.6399762567054116,1.425310485088492,0.6394907409496142,-0.56910663627144,3
2,1,3,2,1,-1.2895187376144355,-0.8535344462350559,0.11626820535827921,-0.10137565144383358,2
4,3,4,2,1,0.4882793535781954,1.49310316398932,-0.923211887398297,0.3847077396694106,2
4,1,1,2,2,0.3822392525285607,-1.9036185702646866,-1.3874323074640271,-1.0829379079389294,3
3,3,2,3,3,2.4316877019840493,-1.2650512090069346,-0.12771857338126674,1.0535518639237538,3
5,2,4,2,2,1.0990547480736954,1.0611162089557955,-0.41330686707319697,-1.0729136532205181,4
3,2,4,1,1,-1.12382096692822,1.007325890369313,-0.43624362733671435,0.2617499324518541,6
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,0.2629114952664312,-0.6723378673251356,2
3,2,3,3,3,1.8297835977048371,-1.0111483161435244,0.8330893517433284,0.07368571057984319,2
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,0.9524473728722945,0.7181283266325686,2
3,1,4,1,2,-0.9032906437805316,0.22296682182516742,0.5289128063035493,-0.5988574671537121,3
3,2,3,3,2,1.0761825902984086,-0.6894527443792865,0.2311946485200125,0.04763393317678302,4
3,3,4,2,2,0.8516352896368125,0.8190354787144608,0.1339342291401829,1.0077735103568328,3
5,2,4,2,2,1.0990547480736954,1.0611162089557955,-0.41330686707319697,-1.0729136532205181,3
4,2,4,1,1,-0.7335758955804085,1.3596980038799344,-0.8914950406518782,-0.3352640608325081,2
3,1,4,2,2,-0.2145060788806677,-0.1062915148453546,0.8604576899740786,-0.7655448436604199,2
3,1,2,2,1,-0.8304402462461515,-1.2177287223677522,-0.9365294026645321,-0.6051826683929113,3
5,1,3,3,3,2.07720305614172,-0.7690675859021895,0.28584825552994864,-2.0070014529975078,3
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,-0.3389832079568847,-0.6983896447281956,2
1,1,5,2,2,-1.063829641596763,-0.09446935222327935,2.3685067113120537,0.33527616657302023,1
5,1,3,1,2,-0.0539670810644362,0.21114465920309228,-0.9791362150344257,-1.6996784773871523,1
3,2,4,3,2,1.0073491702779362,0.027113645264031115,0.8287408432276598,-0.045573043158501275,3
5,2,3,4,2,2.545457297893895,-0.31396685402856617,-0.34776329443978593,-1.313081429898649,4
3,2,4,1,2,-0.37021995952179143,0.6856303186050752,0.16565107588660152,0.2878017098549142,2
3,1,5,3,3,1.1590460734051522,-0.04067903363679672,2.391443471575571,-0.9993874190993518,2
5,2,3,2,1,0.4142871606877392,0.6662453910767158,-1.6127477650041602,-1.0057584542882938,3
5,2,3,2,1,0.4142871606877392,0.6662453910767158,-1.6127477650041602,-1.0057584542882938,2
3,2,4,1,1,-1.12382096692822,1.007325890369313,-0.43624362733671435,0.2617499324518541,2
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,0.9524473728722945,0.7181283266325686,3
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,-0.697896429858164,0.3075282860187751,5
3,1,2,2,1,-0.8304402462461515,-1.2177287223677522,-0.9365294026645321,-0.6051826683929113,2
3,2,5,2,1,-0.5038698220488285,1.3946339433421087,0.49284745104146216,0.001855579609862033,2
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,0.38226951639539725,-0.0278952512724101,2
5,5,5,5,5,6.95659009774832,1.212811363634557,1.894772897065142,1.0719501041591342,5
3,3,4,2,2,0.8516352896368125,0.8190354787144608,0.1339342291401829,1.0077735103568328,3
3,2,2,1,1,-0.9861541268872753,-0.42580688891732255,-1.631336016752009,0.44816388512242267,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,-0.10035023515051662,0.21432130968349078,3
