Promotion_Opportunities_V24,Job_Interest_V25,No_Work_Life_Balance_V38,Management_Relation_V42,Workplace_Relation_V43,PCA1,PCA2,Job_Satisfaction_V44
5,2,2,2,1,0.4831205807082114,-0.05032099856660204,3
4,3,5,1,1,-0.2693386313421407,2.5389278903031594,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
4,2,2,2,2,0.8464765167668286,-0.724388683841461,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
4,3,3,3,2,1.99949834590496,0.12558286591124238,3
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,2
5,2,3,2,2,1.1678881680941677,0.3445498193124778,3
3,1,2,1,1,-1.5192248111460156,-0.8884703856972301,2
5,1,2,1,1,-0.7387346684503924,-0.18372615867598774,3
4,3,4,2,3,1.9954813683910524,0.8497120204608442,3
4,4,4,2,2,1.774951045243364,1.6340710890049894,3
4,1,3,2,2,0.24457241248761613,-0.47048579097805104,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
3,2,3,3,3,1.8297835977048371,-1.0111483161435244,3
5,1,1,1,1,-0.66990124842992,-0.9002925483193053,2
1,1,4,2,1,-1.7485972289827192,-0.4893401701023592,1
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,2
5,1,2,5,3,3.52360560596192,-2.1441506488865514,2
2,2,5,1,1,-1.582899458296504,1.3715201665020096,2
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,2
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,1
4,2,4,5,2,2.7751633714254753,-0.2790309145663916,4
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,3
2,1,5,1,1,-2.115970142555244,0.9088566697221017,2
2,1,2,1,1,-1.909469882493827,-1.2408424992078513,2
2,2,2,2,2,0.06598637407120558,-1.4291329108627038,3
4,1,2,3,3,1.7557914048143808,-1.8380060890561287,3
3,3,4,4,2,2.22920441943654,0.16051880537341678,4
4,4,5,2,1,0.9525166178164632,2.672333050412545,4
3,3,4,1,1,-0.5907502826694799,1.4699893871492207,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,4
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,1
2,1,5,1,1,-2.115970142555244,0.9088566697221017,2
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,2
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,2
5,3,1,2,2,1.8386256923938522,-0.6259194631942496,3
2,2,2,2,1,-0.6876146333352229,-1.1074373390984658,2
2,1,3,1,2,-1.2247022951078708,-0.8459716813287717,2
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,2
5,1,4,2,2,0.5659840638149554,0.598452712175888,2
2,1,5,1,1,-2.115970142555244,0.9088566697221017,2
2,1,5,1,1,-2.115970142555244,0.9088566697221017,2
4,2,1,2,1,0.16170892938087236,-1.119259501720541,3
5,2,4,1,1,-0.34333082423259703,1.7120701173905557,3
2,1,5,2,2,-0.6735845702489514,0.25790276128734174,1
4,1,4,1,1,-1.2666465798391486,0.8970345071000265,2
3,3,4,1,1,-0.5907502826694799,1.4699893871492207,3
3,3,5,3,3,2.2251874419226327,0.8846479599230186,1
3,1,4,3,3,1.2278794934256245,-0.7572454232801143,2
5,2,5,1,1,-0.41216424425306925,2.428636507033873,3
4,1,3,1,2,-0.44421215241224776,-0.14122745430752903,1
4,1,4,2,1,-0.5778620149392847,0.5677761704295046,2
2,1,4,1,2,-1.293535715128343,-0.12940529168545395,2
3,1,1,2,2,-0.00800581881925069,-2.2559906837753076,4
4,2,4,2,2,0.7088096767258839,0.7087440954451745,3
4,2,5,2,2,0.6399762567054116,1.425310485088492,2
5,3,5,2,1,0.8096910049055346,2.5620416671432586,4
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,1
2,2,3,2,3,0.7507539614571618,-1.0342620929836237,3
4,2,5,2,2,0.6399762567054116,1.425310485088492,2
4,2,4,2,2,0.7088096767258839,0.7087440954451745,2
4,2,3,2,1,0.024042089339927717,0.3138732775660945,3
5,1,5,1,1,-0.9452349285118093,1.9659730102539656,2
3,2,4,1,1,-1.12382096692822,1.007325890369313,1
3,2,4,2,2,0.31856460537807235,0.35637198193455305,2
2,1,2,3,2,0.2217002547123293,-2.2210547443131334,4
2,1,2,1,1,-1.909469882493827,-1.2408424992078513,2
2,4,2,1,1,-0.3102578297176068,0.14714799113187146,4
5,4,4,2,2,2.1651961165911753,1.986443202515611,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,2
5,2,3,4,1,1.7918562904874666,0.007728717735671721,3
1,1,2,1,1,-2.2997149538416384,-1.5932146127184725,1
1,1,5,4,2,0.31373948820296493,-0.7529860255643233,2
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,4
4,2,5,2,2,0.6399762567054116,1.425310485088492,3
2,1,3,2,1,-1.2895187376144355,-0.8535344462350559,2
4,3,4,2,1,0.4882793535781954,1.49310316398932,2
4,1,1,2,2,0.3822392525285607,-1.9036185702646866,3
3,3,2,3,3,2.4316877019840493,-1.2650512090069346,3
5,2,4,2,2,1.0990547480736954,1.0611162089557955,4
3,2,4,1,1,-1.12382096692822,1.007325890369313,6
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,2
3,2,3,3,3,1.8297835977048371,-1.0111483161435244,2
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,2
3,1,4,1,2,-0.9032906437805316,0.22296682182516742,3
3,2,3,3,2,1.0761825902984086,-0.6894527443792865,4
3,3,4,2,2,0.8516352896368125,0.8190354787144608,3
5,2,4,2,2,1.0990547480736954,1.0611162089557955,3
4,2,4,1,1,-0.7335758955804085,1.3596980038799344,2
3,1,4,2,2,-0.2145060788806677,-0.1062915148453546,2
3,1,2,2,1,-0.8304402462461515,-1.2177287223677522,3
5,1,3,3,3,2.07720305614172,-0.7690675859021895,3
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,2
1,1,5,2,2,-1.063829641596763,-0.09446935222327935,1
5,1,3,1,2,-0.0539670810644362,0.21114465920309228,1
3,2,4,3,2,1.0073491702779362,0.027113645264031115,3
5,2,3,4,2,2.545457297893895,-0.31396685402856617,4
3,2,4,1,2,-0.37021995952179143,0.6856303186050752,2
3,1,5,3,3,1.1590460734051522,-0.04067903363679672,2
5,2,3,2,1,0.4142871606877392,0.6662453910767158,3
5,2,3,2,1,0.4142871606877392,0.6662453910767158,2
3,2,4,1,1,-1.12382096692822,1.007325890369313,2
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,3
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,5
3,1,2,2,1,-0.8304402462461515,-1.2177287223677522,2
3,2,5,2,1,-0.5038698220488285,1.3946339433421087,2
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,2
5,5,5,5,5,6.95659009774832,1.212811363634557,5
3,3,4,2,2,0.8516352896368125,0.8190354787144608,3
3,2,2,1,1,-0.9861541268872753,-0.42580688891732255,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,2
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,1
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,2
2,2,5,1,1,-1.582899458296504,1.3715201665020096,2
3,2,1,2,2,0.5250648654394894,-1.7933271869954002,3
3,2,5,2,2,0.24973118535760008,1.0729383715778706,2
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,2
5,4,4,3,2,2.853980681491039,1.657184865845089,4
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,2
4,2,2,2,2,0.8464765167668286,-0.724388683841461,3
1,1,5,1,1,-2.5062152139030553,0.5564845562114805,1
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,2
4,2,4,1,1,-0.7335758955804085,1.3596980038799344,3
5,2,5,1,1,-0.41216424425306925,2.428636507033873,3
3,2,4,3,1,0.2537481628715077,0.34880921702826895,3
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,2
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,2
1,1,4,1,1,-2.437381793882583,-0.16008183343183724,2
4,2,3,3,2,1.46642766164622,-0.33708063086866535,3
4,2,3,1,1,-0.6647424755599362,0.6431316142366166,3
2,1,5,1,1,-2.115970142555244,0.9088566697221017,2
3,1,5,1,1,-1.7257250712074326,1.2612287832327231,2
4,3,2,2,2,1.3795472010255685,-0.2617251870615535,3
2,1,5,2,2,-0.6735845702489514,0.25790276128734174,1
3,3,4,2,1,0.09803428223038393,1.1407310504786987,3
2,1,3,2,1,-1.2895187376144355,-0.8535344462350559,2
2,1,5,1,1,-2.115970142555244,0.9088566697221017,1
2,1,3,1,2,-1.2247022951078708,-0.8459716813287717,2
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,3
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,2
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,2
2,3,3,2,2,0.5302236383094733,-0.24990302443947823,3
3,1,5,3,3,1.1590460734051522,-0.04067903363679672,1
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,2
5,2,5,1,1,-0.41216424425306925,2.428636507033873,1
3,2,4,3,3,1.7609501776843648,-0.29458192650020676,3
3,1,2,1,2,-0.7656238037395869,-1.210165957461468,2
5,1,5,1,1,-0.9452349285118093,1.9659730102539656,2
3,1,5,1,2,-0.9721240638010039,0.9395332114684852,3
2,3,5,3,3,1.834942370574821,0.5322758464123974,4
5,2,5,2,3,1.7838223354596516,1.4559870268348754,3
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,1
5,1,5,2,2,0.497150643794483,1.3150191018192054,3
3,1,4,2,1,-0.9681070862870962,0.21540405691888329,2
3,1,4,2,2,-0.2145060788806677,-0.1062915148453546,3
4,2,5,1,1,-0.8024093156008808,2.076264393523252,1
2,1,5,1,1,-2.115970142555244,0.9088566697221017,1
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,2
4,1,3,2,2,0.24457241248761613,-0.47048579097805104,4
4,2,3,3,2,1.46642766164622,-0.33708063086866535,3
4,4,4,2,4,3.282153060056221,0.9906799454765138,3
3,2,4,3,2,1.0073491702779362,0.027113645264031115,3
4,2,2,4,3,2.9776466539729847,-1.704600928946743,4
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,2
3,2,3,4,2,1.7649671551982724,-1.0187110810498086,3
3,2,4,1,1,-1.12382096692822,1.007325890369313,2
1,1,3,2,2,-0.9261628015558182,-1.5276021315099149,3
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,3
3,2,4,2,2,0.31856460537807235,0.35637198193455305,2
4,2,2,2,2,0.8464765167668286,-0.724388683841461,4
2,1,5,1,1,-2.115970142555244,0.9088566697221017,2
4,3,3,2,2,1.3107137810050962,0.4548412025817643,3
3,2,4,3,3,1.7609501776843648,-0.29458192650020676,3
4,2,3,2,3,1.5312441041527847,-0.32951786596238125,3
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,1
5,1,5,1,1,-0.9452349285118093,1.9659730102539656,2
3,2,3,1,2,-0.3013865395013191,-0.03093607103824266,3
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,3
5,2,5,2,2,1.030221328053223,1.7776825985991132,3
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,1
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,2
2,1,5,2,2,-0.6735845702489514,0.25790276128734174,3
2,2,2,2,1,-0.6876146333352229,-1.1074373390984658,4
3,3,5,1,1,-0.6595837026899521,2.1865557767925385,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,2
2,2,4,2,1,-0.8252814733761675,0.32569544018816965,2
3,2,4,1,1,-1.12382096692822,1.007325890369313,2
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
2,1,4,1,1,-2.0471367225347716,0.19229028007878393,2
5,1,3,2,2,0.6348174838354277,-0.11811367746742973,3
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,2
2,2,2,2,2,0.06598637407120558,-1.4291329108627038,3
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
4,3,2,4,4,4.264318345638153,-1.563633003931073,4
3,1,2,3,2,0.6119453260601408,-1.8686826308025122,4
3,3,5,1,1,-0.6595837026899521,2.1865557767925385,2
3,3,4,3,3,2.2940208619431046,0.16808157027970091,3
2,1,3,3,2,0.15286683469185697,-1.5044883546698158,2
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
1,1,5,1,1,-2.5062152139030553,0.5564845562114805,1
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
1,2,3,1,1,-1.8354776896033707,-0.4139847262952473,2
4,2,2,3,1,0.781660074260264,-0.7319514487477452,3
2,2,2,1,1,-1.376399198235087,-0.7781790024279437,2
2,3,4,2,1,-0.2922107891174276,0.7883589369680774,3
3,2,5,2,2,0.24973118535760008,1.0729383715778706,3
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
4,2,3,1,1,-0.6647424755599362,0.6431316142366166,3
3,1,3,3,1,-0.21048910136676005,-0.8304206693949564,3
1,1,5,2,1,-1.8174306490031915,0.22722621954095854,2
2,5,1,2,2,1.734031846867898,-0.7577088101662982,4
3,1,5,1,1,-1.7257250712074326,1.2612287832327231,1
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,2
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,3
1,1,5,1,1,-2.5062152139030553,0.5564845562114805,1
4,1,3,2,2,0.24457241248761613,-0.47048579097805104,2
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,2
1,1,1,1,1,-2.230881533821166,-2.3097810023617904,1
2,2,3,1,1,-1.4452326182555593,-0.061612612784626035,4
4,2,1,3,1,0.8504934942807363,-1.4485178383910629,3
1,1,5,2,1,-1.8174306490031915,0.22722621954095854,2
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,1
4,2,2,2,2,0.8464765167668286,-0.724388683841461,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
5,2,1,4,3,3.4367251453412684,-2.0687952050794394,5
4,4,3,2,2,1.8437844652638362,0.9175046993616719,3
2,1,3,1,2,-1.2247022951078708,-0.8459716813287717,2
5,1,4,2,1,-0.1876169435914732,0.9201482839401258,2
5,3,1,3,2,2.5274102572937163,-0.9551777998647716,6
3,2,4,4,4,3.203335749990657,-0.9455358349349665,7
5,4,5,5,3,4.916317398676723,1.3935390103831247,5
2,1,5,1,1,-2.115970142555244,0.9088566697221017,2
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,3
4,2,5,2,2,0.6399762567054116,1.425310485088492,3
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,3
1,2,2,2,1,-1.0778597046830345,-1.459809452609087,2
4,3,3,2,2,1.3107137810050962,0.4548412025817643,4
3,1,5,1,1,-1.7257250712074326,1.2612287832327231,1
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,2
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,4
4,2,5,1,1,-0.8024093156008808,2.076264393523252,2
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,2
4,3,4,3,4,3.4378669406973446,0.19875811202608448,5
2,1,1,2,2,-0.39825089016706217,-2.6083627972859293,3
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
4,4,2,3,4,4.108604464997029,-0.7717111704806435,5
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,2
5,1,3,1,1,-0.8075680884708647,0.5328402309673301,3
2,1,2,1,2,-1.1558688750873984,-1.5625380709720893,1
4,3,2,2,2,1.3795472010255685,-0.2617251870615535,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,2
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,2
3,3,3,2,2,0.9204687096572848,0.10246908907114305,4
3,3,4,2,2,0.8516352896368125,0.8190354787144608,4
5,4,3,2,2,2.2340295366116476,1.269876812872293,2
4,2,5,2,2,0.6399762567054116,1.425310485088492,1
4,1,5,4,4,2.991676717059256,-0.3392608285609353,4
3,1,1,2,1,-0.7616068262256792,-1.9342951120110696,1
2,2,4,2,1,-0.8252814733761675,0.32569544018816965,1
3,2,3,3,2,1.0761825902984086,-0.6894527443792865,4
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,4
5,2,5,1,1,-0.41216424425306925,2.428636507033873,3
2,2,4,4,2,1.3058886638299885,-0.6545168049171121,2
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,2
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,1
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,1
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,3
3,2,5,1,2,-0.43905337954226376,1.4021967082483928,1
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
4,4,2,2,2,1.9126178852843085,0.20093830971835414,5
5,3,4,2,1,0.8785244249260069,1.8454752774999412,3
4,2,4,3,3,2.151195249032176,0.057790187010414586,4
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
2,2,4,2,1,-0.8252814733761675,0.32569544018816965,2
3,2,4,2,3,1.072165612784501,0.03467641017031523,3
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
2,2,5,1,1,-1.582899458296504,1.3715201665020096,2
4,3,3,2,1,0.5571127735986678,0.7765367743460022,3
4,1,2,2,1,-0.4401951748983401,-0.8653566088571311,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,2
2,2,4,2,1,-0.8252814733761675,0.32569544018816965,2
3,2,5,2,2,0.24973118535760008,1.0729383715778706,1
5,1,5,1,1,-0.9452349285118093,1.9659730102539656,2
4,2,4,2,3,1.4624106841323123,0.3870485236809365,2
3,2,3,1,2,-0.3013865395013191,-0.03093607103824266,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
5,3,3,2,2,1.7009588523529076,0.8072133160923858,4
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,2
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,2
3,3,5,1,1,-0.6595837026899521,2.1865557767925385,4
3,1,4,2,2,-0.2145060788806677,-0.1062915148453546,3
1,2,1,1,1,-1.697810849562426,-1.8471175055818827,1
2,2,4,1,1,-1.5140660382760316,0.6549537768586917,2
3,1,3,1,1,-1.588058231166488,-0.1719039960539125,2
2,2,2,1,1,-1.376399198235087,-0.7781790024279437,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,1
2,2,2,2,1,-0.6876146333352229,-1.1074373390984658,2
2,3,5,1,2,-0.2962277666313352,1.5124880915176793,5
4,1,3,2,1,-0.5090285949188124,-0.14879021921381314,2
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,2
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
2,1,4,1,2,-1.293535715128343,-0.12940529168545395,2
3,2,5,2,2,0.24973118535760008,1.0729383715778706,2
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,2
4,1,5,1,2,-0.5818789924531924,1.2919053249791064,3
4,1,4,2,1,-0.5778620149392847,0.5677761704295046,2
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,2
2,2,2,1,1,-1.376399198235087,-0.7781790024279437,3
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,2
3,2,5,3,2,0.9385157502574639,0.7436800349073489,3
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,3
3,2,5,2,2,0.24973118535760008,1.0729383715778706,3
2,2,5,1,1,-1.582899458296504,1.3715201665020096,1
3,2,2,2,1,-0.2973695619874115,-0.7550652255878445,2
3,3,3,2,2,0.9204687096572848,0.10246908907114305,4
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,1
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,2
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
3,1,3,2,1,-0.8992736662666239,-0.5011623327244344,3
3,1,2,3,2,0.6119453260601408,-1.8686826308025122,5
2,1,3,1,1,-1.9783033025142993,-0.5242761095645339,3
5,4,3,2,2,2.2340295366116476,1.269876812872293,3
4,1,4,2,2,0.1757389924671438,0.24608059866526671,3
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,2
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,4
4,1,2,2,2,0.3134058325080884,-1.187052180621369,2
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,4
2,2,5,2,2,-0.14051388599021142,0.7205662580672496,3
5,4,4,4,4,5.04996726120376,0.6845353856460914,4
2,2,4,1,1,-1.5140660382760316,0.6549537768586917,2
2,1,4,2,2,-0.6047511502284791,-0.45866362835597596,2
1,1,2,2,2,-0.8573293815353459,-2.2441685211532327,2
4,1,2,2,3,1.067006839914517,-1.5087477523856068,3
4,2,3,1,1,-0.6647424755599362,0.6431316142366166,2
4,3,5,2,2,1.1730469409641517,1.8879739818683996,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
3,2,2,4,1,1.0801995678123162,-1.4135818989288884,5
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
4,4,2,2,2,1.9126178852843085,0.20093830971835414,5
3,1,4,3,3,1.2278794934256245,-0.7572454232801143,3
4,2,4,2,1,-0.044791330680544666,1.0304396672094123,1
5,2,5,1,1,-0.41216424425306925,2.428636507033873,3
5,2,3,4,2,2.545457297893895,-0.31396685402856617,3
1,1,4,1,1,-2.437381793882583,-0.16008183343183724,2
4,2,3,2,1,0.024042089339927717,0.3138732775660945,3
3,1,4,1,1,-1.6568916511869602,0.5446623935894053,2
3,2,4,2,1,-0.43503640202835614,0.678067553698791,2
5,2,3,2,2,1.1678881680941677,0.3445498193124778,1
4,2,2,2,1,0.09287550936040004,-0.40269311207722325,3
2,1,5,2,2,-0.6735845702489514,0.25790276128734174,1
5,2,3,2,2,1.1678881680941677,0.3445498193124778,3
2,2,3,2,1,-0.7564480533556952,-0.390870949455148,3
3,1,2,2,3,0.6767617685667056,-1.861119865896228,3
3,2,1,4,3,2.6562350026456456,-2.773539432100682,4
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,4
2,3,3,2,2,0.5302236383094733,-0.24990302443947823,3
3,1,5,2,3,0.47026150850528853,0.2885793030337252,4
4,4,5,4,4,4.590888769835476,1.0487296617787876,3
1,1,5,2,2,-1.063829641596763,-0.09446935222327935,2
2,2,2,2,2,0.06598637407120558,-1.4291329108627038,3
3,2,4,2,2,0.31856460537807235,0.35637198193455305,3
4,5,4,3,2,2.996806294401968,1.7674762491143756,7
3,2,2,2,2,0.45623144541901706,-1.0767607973520823,3
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,2
2,2,5,2,2,-0.14051388599021142,0.7205662580672496,2
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,3
3,2,2,3,2,1.145016010318881,-1.4060191340226045,5
2,1,5,2,2,-0.6735845702489514,0.25790276128734174,2
3,2,4,2,1,-0.43503640202835614,0.678067553698791,3
2,3,2,3,3,2.041442630636238,-1.6174233225175558,3
4,3,5,1,1,-0.2693386313421407,2.5389278903031594,2
5,1,5,3,3,1.9395362161007752,0.6640651933844457,1
2,1,4,2,1,-1.3583521576349078,-0.13696805659173805,3
4,2,1,2,2,0.9153099367873009,-1.440955073484779,3
2,2,4,2,2,-0.0716804659697391,0.003999868423931804,3
2,1,2,2,1,-1.2206853175939631,-1.5701008358783735,3
4,3,4,2,3,1.9954813683910524,0.8497120204608442,2
2,1,5,1,1,-2.115970142555244,0.9088566697221017,1
3,1,2,2,1,-0.8304402462461515,-1.2177287223677522,2
3,2,4,2,1,-0.43503640202835614,0.678067553698791,2
1,1,2,2,2,-0.8573293815353459,-2.2441685211532327,3
4,1,4,2,2,0.1757389924671438,0.24608059866526671,2
5,4,5,2,1,1.3427616891642744,3.024705163923166,3
3,1,4,2,3,0.5390949285257609,-0.4279870866095925,3
3,1,2,2,2,-0.07683923883972305,-1.5394242941319902,3
4,3,5,1,1,-0.2693386313421407,2.5389278903031594,3
3,1,4,2,1,-0.9681070862870962,0.21540405691888329,2
5,2,5,1,1,-0.41216424425306925,2.428636507033873,2
2,1,2,2,1,-1.2206853175939631,-1.5701008358783735,2
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,3
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,2
5,5,5,2,2,2.6294333808294432,3.1656730889388363,4
5,2,1,2,1,0.5519540007286838,-0.7668873882099196,5
3,1,2,3,3,1.3655463334665692,-2.19037820256675,3
4,2,3,3,3,2.2200286690526485,-0.6587762026329032,3
2,2,4,3,2,0.6171040989301247,-0.3252584682465902,3
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
3,2,4,2,1,-0.43503640202835614,0.678067553698791,3
2,2,4,2,1,-0.8252814733761675,0.32569544018816965,2
2,3,3,2,1,-0.2233773690969553,0.07179254732475963,4
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,4
4,2,3,4,4,3.662414241358941,-1.309730111067663,3
1,1,3,2,2,-0.9261628015558182,-1.5276021315099149,2
3,1,2,1,1,-1.5192248111460156,-0.8884703856972301,3
3,2,3,4,4,3.2721691700111295,-1.6621022245782844,2
4,3,4,2,1,0.4882793535781954,1.49310316398932,3
2,1,2,2,2,-0.4670843101875345,-1.8917964076426115,2
4,1,3,2,1,-0.5090285949188124,-0.14879021921381314,3
3,2,3,2,1,-0.3662029820078838,-0.03849883594452679,2
4,2,4,2,2,0.7088096767258839,0.7087440954451745,3
3,2,2,3,2,1.145016010318881,-1.4060191340226045,3
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,1
4,3,1,2,2,1.4483806210460408,-0.978291576704871,3
3,3,3,2,2,0.9204687096572848,0.10246908907114305,3
5,2,5,2,2,1.030221328053223,1.7776825985991132,2
2,1,2,2,1,-1.2206853175939631,-1.5701008358783735,3
3,1,3,2,2,-0.14567265886019537,-0.8228579044886722,3
2,1,3,2,1,-1.2895187376144355,-0.8535344462350559,2
2,2,5,1,2,-0.8292984508900753,1.0498245947377716,1
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
3,2,3,2,2,0.3873980253985447,-0.3601944077087647,4
4,2,2,2,1,0.09287550936040004,-0.40269311207722325,3
3,1,3,1,1,-1.588058231166488,-0.1719039960539125,3
3,2,3,3,2,1.0761825902984086,-0.6894527443792865,5
3,2,3,1,1,-1.0549875469077477,0.29075950072599516,3
3,1,4,1,2,-0.9032906437805316,0.22296682182516742,2
3,1,4,2,2,-0.2145060788806677,-0.1062915148453546,3
1,1,3,1,1,-2.3685483738621107,-0.8766482230751548,3
2,1,3,2,2,-0.5359177302080068,-1.1752300179992938,2
4,2,3,2,2,0.7776430967463562,-0.007822294198143334,4
2,2,3,2,2,-0.0028470459492667376,-0.7125665212193858,3
3,1,5,2,1,-1.0369405063075685,0.931970446562201,2
3,3,3,2,2,0.9204687096572848,0.10246908907114305,3
3,2,5,1,1,-1.1926543869486923,1.7238922800126308,1
1,1,4,2,2,-0.9949962215762905,-0.811035741866597,2
